Date,Close
2023-10-11,91.949997
2023-10-12,91.419998
2023-10-13,91.480003
2023-10-16,93.650002
2023-10-17,94.18
2023-10-18,93.75
2023-10-19,94.419998
2023-10-20,94.190002
2023-10-23,94.199997
2023-10-24,94.620003
2023-10-25,94
2023-10-26,92.669998
2023-10-27,92.019997
2023-10-30,93.150002
2023-10-31,92.239998
2023-11-01,91.349998
2023-11-02,100.010002
2023-11-03,102.650002
2023-11-06,104.029999
2023-11-07,103.68
2023-11-08,104.300003
2023-11-09,102.230003
2023-11-10,104.330002
2023-11-13,103.510002
2023-11-14,105.599998
2023-11-15,106.029999
2023-11-16,107.209999
2023-11-17,105.57
2023-11-20,104.300003
2023-11-21,103.690002
2023-11-22,103.440002
2023-11-24,102.779999
2023-11-27,102.360001
2023-11-28,101.18
2023-11-29,99.849998
2023-11-30,99.300003
2023-12-01,99.199997
2023-12-04,97.599998
2023-12-05,95.540001
2023-12-06,97.019997
2023-12-07,96.440002
2023-12-08,96.610001
2023-12-11,98.120003
2023-12-12,98.150002
2023-12-13,98.110001
2023-12-14,97.839996
2023-12-15,96.75
2023-12-18,96.559998
2023-12-19,97.720001
2023-12-20,94.709999
2023-12-21,95.330002
2023-12-22,95.279999
2023-12-26,95.669998
2023-12-27,95.290001
2023-12-28,95.93
2023-12-29,96.010002
2024-01-02,93.669998
2024-01-03,93.230003
2024-01-04,93.550003
2024-01-05,92.989998
2024-01-08,94.190002
2024-01-09,93.089996
2024-01-10,93.5
2024-01-11,92.940002
2024-01-12,91.980003
2024-01-16,92.699997
2024-01-17,91.769997
2024-01-18,93.339996
2024-01-19,93.860001
2024-01-22,93.07
2024-01-23,91.970001
2024-01-24,92.040001
2024-01-25,92.610001
2024-01-26,92.800003
2024-01-29,93.800003
2024-01-30,94.080002
2024-01-31,93.029999
2024-02-01,93.370003
2024-02-02,92.989998
2024-02-05,92.510002
2024-02-06,95.669998
2024-02-07,95.309998
2024-02-08,96.589996
2024-02-09,97.300003
2024-02-12,95.470001
2024-02-13,93.870003
2024-02-14,94.07
2024-02-15,93.220001
2024-02-16,93.220001
2024-02-20,93.459999
2024-02-21,95.019997
2024-02-22,95.779999
2024-02-23,95.620003
2024-02-26,94.279999
2024-02-27,94.129997
2024-02-28,93
2024-02-29,94.900002
2024-03-01,93.160004
2024-03-04,92.459999
2024-03-05,91.220001
2024-03-06,91.650002
2024-03-07,90.949997
2024-03-08,91.059998
2024-03-11,92.07
2024-03-12,92.400002
2024-03-13,91.610001
2024-03-14,91.660004
2024-03-15,90.120003
2024-03-18,91.010002
2024-03-19,91.589996
2024-03-20,92.599998
2024-03-21,91.660004
2024-03-22,90.709999
2024-03-25,90.669998
2024-03-26,90.360001
2024-03-27,91.5
2024-03-28,91.389999
