Date,Close
2013-01-18,1.355469
2013-01-21,1.351563
2013-01-22,1.3125
2013-01-23,1.3125
2013-01-24,1.347656
2013-01-25,1.335938
2013-01-28,1.351563
2013-01-29,1.332031
2013-01-30,1.332031
2013-01-31,1.320313
2013-02-01,1.335938
2013-02-04,1.320313
2013-02-05,1.304688
2013-02-06,1.363281
2013-02-07,1.402344
2013-02-08,1.367188
2013-02-11,1.339844
2013-02-12,1.382813
2013-02-13,1.363281
2013-02-14,1.394531
2013-02-15,1.382813
2013-02-18,1.398438
2013-02-19,1.433594
2013-02-20,1.476563
2013-02-21,1.503906
2013-02-22,1.460938
2013-02-25,1.40625
2013-02-26,1.414063
2013-02-27,1.507813
2013-02-28,1.5
2013-03-01,1.523438
2013-03-04,1.492188
2013-03-05,1.480469
2013-03-06,1.527344
2013-03-07,1.523438
2013-03-08,1.558594
2013-03-12,1.554688
2013-03-13,1.539063
2013-03-14,1.523438
2013-03-15,1.527344
2013-03-18,1.519531
2013-03-19,1.492188
2013-03-20,1.492188
2013-03-21,1.503906
2013-03-22,1.503906
2013-03-25,1.597656
2013-03-26,1.605469
2013-03-27,1.601563
2013-03-28,1.609375
2013-03-29,1.609375
2013-04-01,1.632813
2013-04-02,1.640625
2013-04-03,1.703125
2013-04-04,1.675781
2013-04-05,1.675781
2013-04-08,1.691406
2013-04-09,1.707031
2013-04-10,1.640625
2013-04-11,1.582031
2013-04-12,1.59375
2013-04-15,1.59375
2013-04-16,1.550781
2013-04-17,1.59375
2013-04-18,1.605469
2013-04-19,1.585938
2013-04-22,1.640625
2013-04-23,1.648438
2013-04-24,1.648438
2013-04-25,1.6875
2013-04-26,1.714844
2013-04-29,1.699219
2013-04-30,1.691406
2013-05-01,1.679688
2013-05-02,1.625
2013-05-03,1.632813
2013-05-06,1.6875
2013-05-07,1.714844
2013-05-08,1.726563
2013-05-09,1.726563
2013-05-10,1.742188
2013-05-13,1.757813
2013-05-14,1.804688
2013-05-15,1.796875
2013-05-16,1.8125
2013-05-17,1.847656
2013-05-20,1.859375
2013-05-21,1.910156
2013-05-22,1.945313
2013-05-23,1.875
2013-05-24,1.804688
2013-05-27,1.867188
2013-05-28,1.78125
2013-05-29,1.777344
2013-05-30,1.851563
2013-05-31,1.847656
2013-06-03,1.835938
2013-06-04,1.839844
2013-06-05,1.835938
2013-06-07,1.839844
2013-06-10,1.890625
2013-06-11,1.875
2013-06-12,1.832031
2013-06-13,1.800781
2013-06-14,1.816406
2013-06-17,1.835938
2013-06-18,1.839844
2013-06-19,1.851563
2013-06-20,1.863281
2013-06-21,1.933594
2013-06-24,2.015625
2013-06-25,2.019531
2013-06-26,1.996094
2013-06-27,1.960938
2013-06-28,1.960938
2013-07-01,2.019531
2013-07-02,2.085938
2013-07-04,2.171875
2013-07-05,2.226563
2013-07-08,2.328125
2013-07-09,2.261719
2013-07-11,2.269531
2013-07-12,2.28125
2013-07-15,2.230469
2013-07-16,2.210938
2013-07-17,2.199219
2013-07-18,2.21875
2013-07-19,2.261719
2013-07-22,2.226563
2013-07-23,2.335938
2013-07-24,2.398438
2013-07-25,2.335938
2013-07-26,2.335938
2013-07-29,2.320313
2013-07-30,2.269531
2013-07-31,2.328125
2013-08-01,2.304688
2013-08-02,2.28125
2013-08-05,2.265625
2013-08-06,2.289063
2013-08-07,2.214844
2013-08-08,2.320313
2013-08-09,2.300781
2013-08-12,2.347656
2013-08-13,2.335938
2013-08-14,2.367188
2013-08-15,2.359375
2013-08-16,2.328125
2013-08-19,2.382813
2013-08-20,2.34375
2013-08-21,2.328125
2013-08-22,2.335938
2013-08-23,2.328125
2013-08-27,2.328125
2013-08-28,2.230469
2013-08-29,2.253906
2013-08-30,2.164063
2013-09-02,2.160156
2013-09-03,2.175781
2013-09-04,2.25
2013-09-05,2.269531
2013-09-06,2.28125
2013-09-09,2.28125
2013-09-10,2.308594
2013-09-11,2.300781
2013-09-12,2.277344
2013-09-13,2.226563
2013-09-16,2.183594
2013-09-17,2.242188
2013-09-18,2.226563
2013-09-19,2.230469
2013-09-20,2.316406
2013-09-23,2.203125
2013-09-24,2.203125
2013-09-25,2.179688
2013-09-26,2.113281
2013-09-27,2.089844
2013-09-30,2.078125
2013-10-01,2.078125
2013-10-02,2.089844
2013-10-03,2.09375
2013-10-04,2.042969
2013-10-07,2.097656
2013-10-08,2.105469
2013-10-09,2.117188
2013-10-10,2.117188
2013-10-11,2.109375
2013-10-14,2.125
2013-10-15,2.085938
2013-10-16,2.023438
2013-10-17,2.046875
2013-10-18,2.085938
2013-10-21,2.136719
2013-10-22,2.175781
2013-10-23,2.222656
2013-10-24,2.191406
2013-10-28,2.125
2013-10-29,2.078125
2013-10-30,2.058594
2013-10-31,2.046875
2013-11-01,2.007813
2013-11-04,1.925781
2013-11-05,1.886719
2013-11-06,1.902344
2013-11-07,1.957031
2013-11-08,1.914063
2013-11-11,1.953125
2013-11-12,1.996094
2013-11-13,2.011719
2013-11-14,1.992188
2013-11-15,1.984375
2013-11-18,2.035156
2013-11-19,2.054688
2013-11-20,2.042969
2013-11-21,1.902344
2013-11-22,1.820313
2013-11-25,1.898438
2013-11-26,1.914063
2013-11-27,1.914063
2013-11-28,1.863281
2013-11-29,1.835938
2013-12-03,1.851563
2013-12-04,1.839844
2013-12-05,1.796875
2013-12-06,1.8125
2013-12-09,1.84375
2013-12-10,1.824219
2013-12-11,1.839844
2013-12-12,1.785156
2013-12-13,1.769531
2013-12-16,1.792969
2013-12-17,1.78125
2013-12-18,1.765625
2013-12-19,1.804688
2013-12-20,1.796875
2013-12-23,1.808594
2013-12-24,1.777344
2013-12-25,1.738281
2013-12-26,1.765625
2013-12-27,1.761719
2013-12-30,1.757813
2013-12-31,1.773438
2014-01-01,1.726563
2014-01-02,1.785156
2014-01-03,1.863281
2014-01-06,1.914063
2014-01-07,1.941406
2014-01-08,1.945313
2014-01-09,1.894531
2014-01-13,1.960938
2014-01-14,1.867188
2014-01-15,2.066406
2014-01-16,2.054688
2014-01-17,2.128906
2014-01-20,2.125
2014-01-21,2.117188
2014-01-22,2.121094
2014-01-23,2.125
2014-01-24,2.125
2014-01-27,2.167969
2014-01-28,2.179688
2014-01-29,2.121094
2014-01-30,2.121094
2014-01-31,2.113281
2014-02-03,2.15625
2014-02-04,2.183594
2014-02-05,2.246094
2014-02-06,2.222656
2014-02-07,2.242188
2014-02-10,2.285156
2014-02-11,2.257813
2014-02-12,2.242188
2014-02-13,2.230469
2014-02-14,2.25
2014-02-17,2.222656
2014-02-18,2.203125
2014-02-19,2.175781
2014-02-20,2.230469
2014-02-21,2.203125
2014-02-24,2.1875
2014-02-25,2.203125
2014-02-26,2.214844
2014-02-27,2.191406
2014-02-28,2.199219
2014-03-03,2.175781
2014-03-04,2.210938
2014-03-05,2.210938
2014-03-06,2.226563
2014-03-07,2.25
2014-03-10,2.261719
2014-03-11,2.277344
2014-03-12,2.300781
2014-03-13,2.273438
2014-03-14,2.25
2014-03-18,2.28125
2014-03-19,2.296875
2014-03-20,2.335938
2014-03-21,2.339844
2014-03-24,2.414063
2014-03-25,2.386719
2014-03-26,2.386719
2014-03-27,2.398438
2014-03-28,2.363281
2014-03-31,2.386719
2014-04-01,2.359375
2014-04-02,2.445313
2014-04-03,2.421875
2014-04-04,2.398438
2014-04-07,2.398438
2014-04-08,2.460938
2014-04-09,2.484375
2014-04-10,2.457031
2014-04-11,2.433594
2014-04-14,2.425781
2014-04-15,2.40625
2014-04-16,2.449219
2014-04-17,2.464844
2014-04-18,2.425781
2014-04-21,2.429688
2014-04-22,2.414063
2014-04-23,2.386719
2014-04-24,2.449219
2014-04-25,2.425781
2014-04-28,2.433594
2014-04-29,2.453125
2014-04-30,2.453125
2014-05-01,2.4375
2014-05-02,2.421875
2014-05-05,2.414063
2014-05-06,2.402344
2014-05-07,2.421875
2014-05-08,2.417969
2014-05-09,2.433594
2014-05-12,2.496094
2014-05-13,2.570313
2014-05-14,2.535156
2014-05-15,2.523438
2014-05-16,2.609375
2014-05-19,2.621094
2014-05-20,2.636719
2014-05-21,2.632813
2014-05-22,2.648438
2014-05-23,2.671875
2014-05-26,2.6875
2014-05-27,2.726563
2014-05-28,2.722656
2014-05-29,2.726563
2014-05-30,2.746094
2014-06-02,2.761719
2014-06-03,2.773438
2014-06-04,2.726563
2014-06-06,2.738281
2014-06-09,2.695313
2014-06-10,2.652344
2014-06-11,2.605469
2014-06-12,2.613281
2014-06-13,2.648438
2014-06-16,2.683594
2014-06-17,2.667969
2014-06-18,2.695313
2014-06-19,2.714844
2014-06-20,2.726563
2014-06-23,2.71875
2014-06-24,2.777344
2014-06-25,2.769531
2014-06-26,2.769531
2014-06-27,2.761719
2014-06-30,2.703125
2014-07-01,2.6875
2014-07-02,2.636719
2014-07-03,2.648438
2014-07-07,2.621094
2014-07-08,2.621094
2014-07-09,2.625
2014-07-10,2.59375
2014-07-14,2.601563
2014-07-15,2.550781
2014-07-16,2.535156
2014-07-17,2.554688
2014-07-18,2.5
2014-07-21,2.539063
2014-07-22,2.527344
2014-07-23,2.566406
2014-07-24,2.695313
2014-07-25,2.660156
2014-07-28,2.640625
2014-07-29,2.625
2014-07-30,2.632813
2014-07-31,2.632813
2014-08-01,2.578125
2014-08-04,2.578125
2014-08-05,2.582031
2014-08-06,2.527344
2014-08-07,2.53125
2014-08-08,2.550781
2014-08-11,2.628906
2014-08-12,2.648438
2014-08-13,2.6875
2014-08-14,2.742188
2014-08-15,2.65625
2014-08-18,2.558594
2014-08-19,2.546875
2014-08-20,2.53125
2014-08-21,2.578125
2014-08-22,2.566406
2014-08-26,2.28125
2014-08-27,2.261719
2014-08-28,2.25
2014-08-29,2.214844
2014-09-01,2.0625
2014-09-02,2.164063
2014-09-03,2.21875
2014-09-04,2.222656
2014-09-05,2.253906
2014-09-08,2.273438
2014-09-09,2.375
2014-09-10,2.339844
2014-09-11,2.238281
2014-09-12,2.203125
2014-09-15,2.292969
2014-09-16,2.285156
2014-09-17,2.324219
2014-09-18,2.273438
2014-09-19,2.242188
2014-09-22,2.386719
2014-09-23,2.382813
2014-09-24,2.359375
2014-09-25,2.402344
