Date,Open,High,Low,Close,Adj Close,Volume
2006-11-01,23.370001,23.684999,23.080000,23.415001,13.704045,303143000
2006-12-01,23.325001,24.674999,23.115000,24.125000,14.213986,308352800
2007-01-01,24.180000,24.500000,23.745001,23.940001,14.104984,248080400
2007-02-01,23.995001,24.275000,22.780001,23.340000,13.751479,329694800
2007-03-01,23.209999,24.250000,22.885000,24.000000,14.140334,497973800
2007-04-01,24.100000,26.174999,24.025000,26.094999,15.484469,414148400
2007-05-01,26.094999,26.825001,25.575001,26.495001,15.721826,411348800
2007-06-01,26.504999,26.565001,25.514999,26.155001,15.520074,407538000
2007-07-01,26.325001,27.245001,25.895000,26.055000,15.564208,419410800
2007-08-01,26.180000,28.424999,26.090000,26.889999,16.063005,464685000
2007-09-01,26.834999,28.889999,26.600000,28.735001,17.165127,337784600
2007-10-01,28.805000,31.075001,28.459999,30.879999,18.559837,368842400
2007-11-01,30.815001,31.725000,29.825001,31.049999,18.662016,386323600
2007-12-01,31.049999,32.160000,30.610001,30.684999,18.542742,302636400
2008-01-01,30.725000,32.794998,28.245001,29.500000,17.826649,549924400
2008-02-01,29.645000,30.250000,28.655001,29.230000,17.663496,377515800
2008-03-01,29.174999,30.950001,28.375000,30.434999,18.391663,386203200
2008-04-01,30.504999,30.920000,29.184999,29.434999,17.901760,395178800
2008-05-01,29.305000,29.750000,27.915001,28.629999,17.412178,441352400
2008-06-01,28.525000,29.299999,25.719999,25.990000,15.806585,558294000
2008-07-01,25.959999,26.445000,24.719999,25.750000,15.763885,619642400
2008-08-01,25.969999,27.920000,25.870001,26.035000,15.938359,379406800
2008-09-01,26.110001,27.885000,24.934999,26.440001,16.186296,605888800
2008-10-01,26.309999,27.500000,20.145000,22.030001,13.582460,928837400
2008-11-01,22.254999,23.645000,20.250000,23.434999,14.448701,582390800
2008-12-01,23.094999,23.530001,21.469999,22.635000,14.074134,567212000
2009-01-01,22.700001,23.000000,20.780001,21.360001,13.281351,460252400
2009-02-01,21.105000,22.225000,20.139999,20.424999,12.699980,490766800
2009-03-01,20.225000,22.600000,18.719999,21.975000,13.663757,623111400
2009-04-01,21.879999,22.915001,21.000000,21.525000,13.525558,461491600
2009-05-01,21.570000,24.580000,21.090000,24.580000,15.445216,547907600
2009-06-01,24.625000,24.969999,23.590000,23.995001,15.077621,505408000
2009-07-01,24.240000,25.514999,24.010000,24.920000,15.792615,432536800
2009-08-01,25.014999,25.075001,23.709999,24.385000,15.453568,354388000
2009-09-01,24.360001,27.059999,24.190001,26.850000,17.015715,616148600
2009-10-01,26.700001,27.750000,26.355000,26.655001,17.030190,419925800
2009-11-01,26.754999,29.215000,26.385000,28.600000,18.272865,327993600
2009-12-01,28.795000,29.725000,28.155001,28.500000,18.338356,385779200
2010-01-01,28.580000,28.715000,26.850000,27.125000,17.453615,385386200
2010-02-01,27.254999,27.959999,26.115000,26.360001,16.961376,457985600
2010-03-01,26.610001,27.680000,26.395000,27.500000,17.694912,535704600
2010-04-01,27.680000,27.780001,26.280001,26.725000,17.336983,443832000
2010-05-01,26.855000,27.100000,24.969999,25.700001,16.672041,529041000
2010-06-01,25.559999,26.540001,25.004999,25.059999,16.256863,484671600
2010-07-01,25.150000,27.655001,24.735001,27.555000,18.026636,373304800
2010-08-01,27.910000,28.700001,27.459999,27.940001,18.278505,390193400
2010-09-01,28.190001,29.615000,28.135000,29.260000,19.142061,348528400
2010-10-01,29.520000,30.875000,29.260000,30.660000,20.209906,387123000
2010-11-01,30.684999,32.314999,30.605000,31.584999,20.819630,440370400
2010-12-01,31.969999,32.939999,31.850000,32.884998,21.826336,407087600
2011-01-01,32.939999,32.939999,30.945000,31.424999,20.857311,366736200
2011-02-01,31.440001,32.375000,31.065001,31.959999,21.212397,315007200
2011-03-01,32.139999,33.424999,30.645000,33.169998,22.015493,431192600
2011-04-01,33.445000,34.235001,32.904999,33.730000,22.549501,303736200
2011-05-01,33.880001,34.384998,33.150002,33.404999,22.332230,278651000
2011-06-01,33.299999,33.744999,32.215000,33.645000,22.492678,349221400
2011-07-01,33.509998,34.910000,33.294998,34.005001,22.897930,325485600
2011-08-01,34.250000,35.384998,31.795000,35.224998,23.719442,647917600
2011-09-01,35.044998,35.884998,33.310001,33.779999,22.746422,517243200
2011-10-01,33.294998,34.544998,31.670000,34.160000,23.159189,406481800
2011-11-01,33.564999,34.410000,32.369999,33.615002,22.789700,338562800
2011-12-01,33.500000,35.145000,32.939999,34.985001,23.890812,309556200
2012-01-01,35.075001,35.355000,33.285000,33.764999,23.057682,300231600
2012-02-01,33.939999,34.990002,33.709999,34.930000,23.853239,287665000
2012-03-01,34.935001,37.195000,34.250000,37.005001,25.270239,410250600
2012-04-01,36.915001,38.910000,35.910000,38.160000,26.249809,292370000
2012-05-01,38.270000,38.869999,36.735001,37.365002,25.702948,335390800
2012-06-01,36.994999,39.095001,36.279999,39.095001,26.892996,279573200
2012-07-01,39.049999,40.665001,38.049999,40.400002,27.980446,289020200
2012-08-01,40.485001,40.625000,37.130001,37.400002,25.902687,308129200
2012-09-01,37.520000,39.000000,37.110001,37.930000,26.269753,469561900
2012-10-01,38.160000,38.830002,36.540001,37.180000,25.925354,293829600
2012-11-01,37.150002,37.980000,35.860001,37.919998,26.441341,261448200
2012-12-01,37.900002,37.990002,35.580002,36.250000,25.450310,269626400
2013-01-01,36.990002,37.869999,36.520000,37.240002,26.145361,302757300
2013-02-01,37.540001,39.060001,36.540001,38.720001,27.184435,324939300
2013-03-01,38.490002,40.700001,38.450001,40.439999,28.392010,288428800
2013-04-01,40.389999,42.959999,39.770000,42.330002,29.934061,317772200
2013-05-01,42.150002,43.430000,39.990002,39.990002,28.279308,288223000
2013-06-01,39.950001,41.730000,38.970001,40.110001,28.364183,305808000
2013-07-01,40.500000,41.250000,39.500000,40.080002,28.538858,260921100
2013-08-01,40.400002,40.750000,37.799999,38.180000,27.185976,296801300
2013-09-01,38.270000,39.669998,37.750000,37.880001,26.972355,300960000
2013-10-01,38.000000,39.959999,36.830002,39.570000,28.380630,378979000
2013-11-01,39.570000,40.880001,39.220001,40.189999,28.825308,267950200
2013-12-01,40.099998,41.389999,38.869999,41.310001,29.836155,301144500
2014-01-01,41.119999,41.230000,37.720001,37.820000,27.315500,289400900
2014-02-01,38.020000,39.020000,36.889999,38.200001,27.589962,385231900
2014-03-01,37.880001,39.029999,37.849998,38.660000,27.922194,349073700
2014-04-01,38.529999,41.279999,38.040001,40.790001,29.694006,382724700
2014-05-01,40.790001,41.220001,40.259998,40.910000,29.781364,213626400
2014-06-01,40.750000,42.490002,40.150002,42.360001,30.836929,281955100
2014-07-01,42.389999,42.570000,39.250000,39.290001,28.817158,282905200
2014-08-01,39.130001,41.750000,39.060001,41.720001,30.599432,247865300
2014-09-01,41.520000,42.810001,41.180000,42.660000,31.288876,314829200
2014-10-01,42.549999,44.869999,40.099998,41.880001,30.940561,529864600
2014-11-01,41.790001,45.000000,41.590000,44.830002,33.119999,254105000
2014-12-01,44.180000,44.770000,39.799999,42.220001,31.407364,326860800
2015-01-01,42.259998,43.830002,41.110001,41.169998,30.626259,293092200
2015-02-01,41.209999,43.660000,40.900002,43.299999,32.210754,291647700
2015-03-01,43.299999,43.299999,39.610001,40.549999,30.165037,370738500
2015-04-01,40.790001,41.610001,40.099998,40.560001,30.422853,284020300
2015-05-01,40.580002,41.689999,40.389999,40.959999,30.722868,230592600
2015-06-01,41.360001,41.410000,39.119999,39.230000,29.425257,288290300
2015-07-01,39.380001,41.599998,39.220001,41.080002,31.067093,268100000
2015-08-01,40.849998,42.250000,36.560001,39.320000,29.736080,342886000
2015-09-01,38.669998,40.230000,37.840000,40.119999,30.341082,347283900
2015-10-01,40.220001,43.849998,39.360001,42.349998,32.305023,366307300
2015-11-01,42.320000,43.599998,41.340000,42.619999,32.510967,252129100
2015-12-01,42.730000,43.910000,41.970001,42.959999,33.021645,286672000
2016-01-01,42.340000,43.259998,40.750000,42.919998,32.990894,317920800
2016-02-01,42.599998,44.180000,41.900002,43.130001,33.152317,304133400
2016-03-01,43.380001,46.880001,43.169998,46.389999,35.658157,347238100
2016-04-01,46.139999,47.130001,42.869999,44.799999,34.704536,317337800
2016-05-01,44.570000,45.900002,43.939999,44.599998,34.549603,230295800
2016-06-01,44.599998,46.009998,43.320000,45.330002,35.115101,265492600
2016-07-01,45.330002,45.939999,43.099998,43.630001,34.057373,235959400
2016-08-01,43.689999,44.330002,43.080002,43.430000,33.901249,235118300
2016-09-01,43.209999,43.830002,41.849998,42.320000,33.034794,251007200
2016-10-01,42.310001,43.029999,41.400002,42.400002,33.367641,264839100
2016-11-01,42.400002,42.980000,40.349998,40.349998,31.754341,316557000
2016-12-01,40.310001,42.220001,39.880001,41.459999,32.903725,283871000
2017-01-01,41.500000,42.250000,40.689999,41.570000,32.991035,240343500
2017-02-01,41.520000,42.150002,40.220001,41.959999,33.300541,333983800
2017-03-01,42.009998,42.700001,41.740002,42.439999,33.681492,339185400
2017-04-01,42.580002,43.790001,42.270000,43.150002,34.547215,232465400
2017-05-01,43.150002,45.700001,43.099998,45.470001,36.404682,250453800
2017-06-01,45.450001,46.060001,44.650002,44.849998,35.908283,241609300
2017-07-01,45.110001,46.430000,44.150002,45.840000,37.002937,195369200
2017-08-01,45.970001,46.340000,45.250000,45.549999,36.768860,208673800
2017-09-01,45.639999,46.980000,44.380001,45.009998,36.332951,197449400
2017-10-01,45.049999,46.790001,44.750000,45.980000,37.411285,192361800
2017-11-01,45.750000,47.480000,45.029999,45.770000,37.240425,217681900
2017-12-01,45.799999,46.480000,44.919998,45.880001,37.635975,207945400
2018-01-01,45.910000,48.619999,45.340000,47.590000,39.038700,256417300
2018-02-01,47.410000,47.730000,42.189999,43.220001,35.453941,292809500
2018-03-01,43.099998,45.090000,42.250000,43.430000,35.626209,278776900
2018-04-01,43.439999,45.029999,41.910000,43.209999,35.758633,256838800
2018-05-01,42.959999,43.279999,41.450001,43.000000,35.584846,252954800
2018-06-01,43.099998,44.520000,42.959999,43.860001,36.296543,259306900
2018-07-01,43.779999,46.669998,43.580002,46.630001,38.932541,207676200
2018-08-01,46.450001,46.869999,44.389999,44.570000,37.212593,231152100
2018-09-01,44.599998,46.689999,44.509998,46.189999,38.565178,193542300
2018-10-01,46.169998,48.080002,44.250000,47.880001,40.316246,326355300
2018-11-01,47.810001,50.840000,47.299999,50.400002,42.438145,279957400
2018-12-01,49.869999,50.509998,45.660000,47.349998,40.185242,308108600
2019-01-01,46.939999,48.779999,46.340000,48.130001,40.847210,290752700
2019-02-01,48.480000,49.939999,44.419998,45.340000,38.479378,388570200
2019-03-01,45.470001,46.919998,44.610001,46.860001,39.769382,363961200
2019-04-01,46.990002,49.180000,46.040001,49.060001,41.999977,238015200
2019-05-01,48.950001,49.900002,47.070000,49.130001,42.059895,258269900
2019-06-01,49.160000,52.200001,49.020000,50.919998,43.592308,248586800
2019-07-01,51.070000,54.820000,50.779999,52.630001,45.407951,257685900
2019-08-01,52.779999,55.340000,51.400002,55.040001,47.487247,271904100
2019-09-01,54.980000,55.919998,53.630001,54.439999,46.969574,216515600
2019-10-01,54.529999,55.389999,52.820000,54.430000,47.304302,245853900
2019-11-01,54.630001,54.740002,51.580002,53.400002,46.409134,226002600
2019-12-01,53.320000,55.450001,52.849998,55.349998,48.463169,230590700
2020-01-01,55.320000,59.080002,54.090000,58.400002,51.133682,286856700
2020-02-01,58.750000,60.130001,51.580002,53.490002,46.834595,245599100
2020-03-01,53.930000,59.000000,36.270000,44.250000,38.744278,693439800
2020-04-01,42.480000,49.730000,41.799999,45.889999,40.532600,395209600
2020-05-01,45.619999,47.459999,43.200001,46.680000,41.230370,382765600
2020-06-01,46.660000,49.970001,43.509998,44.680000,39.463860,399229500
2020-07-01,44.930000,49.279999,43.830002,47.240002,42.104061,369294100
2020-08-01,47.139999,50.070000,46.220001,49.529999,44.145088,252126200
2020-09-01,49.310001,52.139999,47.560001,49.369999,44.002487,341638700
2020-10-01,49.439999,51.529999,47.299999,48.060001,43.181648,292193800
2020-11-01,48.750000,54.619999,48.240002,51.599998,46.362312,339327300
2020-12-01,52.139999,54.930000,51.639999,54.840000,49.659794,303487100
2021-01-01,54.270000,54.630001,48.110001,48.150002,43.601727,457208200
2021-02-01,48.270000,51.509998,48.180000,48.990002,44.362381,301062400
2021-03-01,49.439999,53.939999,49.400002,52.709999,47.730995,452188000
2021-04-01,52.959999,54.869999,52.290001,53.980000,49.287884,270807700
2021-05-01,54.270000,55.709999,53.610001,55.290001,50.484009,309903200
2021-06-01,55.340000,56.480000,53.720001,54.110001,49.406582,305857700
2021-07-01,54.340000,57.560001,53.549999,57.029999,52.465126,293385300
2021-08-01,57.200001,57.560001,55.450001,56.310001,51.802769,220335000
2021-09-01,56.380001,57.029999,52.430000,52.470001,48.270138,334494700
2021-10-01,52.779999,56.470001,52.400002,56.369999,52.249340,331812000
2021-11-01,56.389999,57.160000,52.439999,52.450001,48.615894,286683400
2021-12-01,52.980000,59.349998,52.279999,59.209999,55.307339,426786000
2022-01-01,58.820000,61.450001,58.380001,61.009998,56.988689,407891700
2022-02-01,60.910000,62.900002,59.220001,62.240002,58.137627,396000700
2022-03-01,62.139999,63.020000,57.500000,62.000000,57.913445,426922600
2022-04-01,62.330002,67.199997,61.720001,64.610001,60.813393,319591200
2022-05-01,65.279999,66.379997,59.660000,63.380001,59.655670,459881800
2022-06-01,63.419998,63.770000,58.250000,62.910000,59.213287,353151200
2022-07-01,63.119999,64.449997,60.790001,64.169998,60.835621,275802300
2022-08-01,64.089996,65.470001,61.700001,61.709999,58.503452,223178000
2022-09-01,61.580002,62.880001,55.910000,56.020000,53.109119,317560600
2022-10-01,56.360001,60.910000,54.020000,59.849998,57.153786,325950900
2022-11-01,60.029999,63.680000,58.099998,63.610001,60.744400,269982400
2022-12-01,63.610001,64.699997,62.330002,63.610001,61.175205,245985300
2023-01-01,63.560001,63.720001,59.400002,61.320000,58.972862,260737100
2023-02-01,61.139999,61.580002,58.880001,59.509998,57.232140,265889400
2023-03-01,59.130001,62.250000,58.369999,62.029999,59.655682,335455500
2023-04-01,62.299999,64.989998,61.860001,64.150002,62.167770,213353000
2023-05-01,64.150002,64.690002,59.369999,59.660000,57.816505,295741900
2023-06-01,59.939999,62.169998,59.770000,60.220001,58.359207,319411600
2023-07-01,60.200001,63.270000,58.840000,61.930000,60.473442,256289400
2023-08-01,62.090000,62.590000,59.810001,59.830002,58.422836,204573100
2023-09-01,60.000000,60.130001,55.619999,55.980000,54.663383,310343200
2023-10-01,55.910000,56.720001,51.549999,56.490002,55.599026,387919000
2023-11-01,56.799999,58.830002,56.060001,58.439999,57.518269,274960800
2023-12-01,58.270000,60.040001,57.470001,58.930000,58.462376,313517300
2024-01-01,58.799999,60.459999,58.660000,59.490002,59.017937,293691500
2024-02-01,59.570000,61.619999,58.790001,60.020000,59.543728,284353000
2024-03-01,59.900002,61.430000,58.970001,61.029999,60.545712,273927500
